Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
23-09-2013,7,0.80,,,0.80,,1.80,,,,,,1.30,,3.10,1.20,,,,,,2.10,2.10,0.90,,,1.30,2.2,1.6,,0.80,,,2.20,,,1.00,1.80,,1.60,2.00,
23-09-2013,8,0.80,,,1.60,,2.00,,,,,,1.70,,2.50,1.30,,,,,,2.50,3.20,1.50,,,1.40,2.4,1.8,,1.80,,,1.90,,,0.90,2.30,,1.30,2.50,
23-09-2013,9,0.60,,,0.80,,1.30,,,,,,1.20,,1.70,1.40,,,,,,,2.80,1.00,,,1.00,1.6,1.6,,1.20,,,1.90,,,0.70,1.20,,1.30,2.10,
23-09-2013,10,0.40,,,1.00,,1.60,,,,,,0.90,,1.30,1.90,,,,,,,1.30,0.70,,,0.70,1.5,1.5,,0.60,,,1.20,,,0.50,,,0.90,1.40,
23-09-2013,11,0.50,,,1.10,,1.50,,,,,,0.70,,1.20,1.20,,,,,,,1.20,0.50,,,0.70,1.5,1.1,,0.40,,,1.50,,,0.50,,,0.70,1.00,
23-09-2013,12,0.60,,,0.90,,1.30,,,,,,0.80,,1.00,,,,,,,,1.00,0.60,,,0.80,1.0,0.8,,0.20,,,1.40,,,0.50,,,0.50,0.90,
23-09-2013,13,0.50,,,0.70,,1.10,,,,,,1.30,,1.10,,,,,,,1.30,0.80,0.60,,,1.20,0.6,0.8,,0.00,,,1.30,,,0.60,,,0.40,0.90,
23-09-2013,14,0.30,,,0.60,,0.90,,,,,,1.40,,1.10,,,,,,,1.00,0.60,0.70,,,1.30,0.3,0.8,,0.00,,,1.30,,,0.50,0.90,,0.30,0.80,
23-09-2013,15,0.20,,,0.50,,0.70,,,,,,1.20,,1.10,,,,,,,0.60,0.50,0.60,,,1.10,0.2,0.7,,0.00,,,1.00,,,0.40,0.70,,0.30,0.60,
23-09-2013,16,0.30,,,0.40,,0.70,,,,,,0.90,,,,,,,,,0.70,0.30,0.30,,,0.80,0.3,0.6,,0.00,,,1.00,,,0.30,0.60,,0.40,0.50,
23-09-2013,17,0.40,,,0.60,,0.70,,,,,,0.80,,,,,,,,,0.60,0.30,0.20,,,0.70,0.4,0.5,,0.00,,,0.90,,,0.30,0.50,,0.40,0.60,
23-09-2013,18,0.70,,,0.70,,0.70,,,,,,0.70,,,0.80,,,,,,0.70,0.40,0.30,,,0.60,0.3,0.6,,0.10,,,1.20,,,0.40,0.70,,0.70,1.00,
23-09-2013,19,0.80,,,0.50,,0.90,,,,,,0.70,,,0.90,,,,,,1.10,0.60,0.40,,,0.60,0.6,1.0,,0.20,,,1.40,,,0.60,1.00,,0.70,1.10,
23-09-2013,20,1.20,,,0.40,,1.30,,,,,,0.80,,,1.00,,,,,,1.40,0.70,0.40,,,0.70,0.8,1.1,,0.70,,,1.50,,,0.70,1.50,,1.10,1.00,
23-09-2013,21,0.90,,,0.40,,1.20,,,,,,0.80,,2.20,1.00,,,,,,1.40,1.30,0.30,,,0.60,1.0,0.8,,0.60,,,1.50,,,0.60,1.50,,1.20,0.90,
23-09-2013,22,0.40,,,0.70,,1.10,,,,,,0.80,,1.30,1.30,,,,,,1.50,1.40,0.50,,,0.50,0.8,0.8,,0.50,,,1.40,,,0.50,0.90,,0.90,0.70,
23-09-2013,23,0.50,,,0.40,,0.90,,,,,,0.60,,1.00,0.90,,,,,,1.10,1.10,0.40,,,0.40,0.6,0.8,,0.40,,,1.00,,,0.60,0.90,,0.60,0.60,
23-09-2013,24,0.20,,,0.30,,0.60,,,,,,,,0.30,0.90,,,,,,,0.80,0.30,,,0.50,0.6,0.7,,0.40,,,0.60,,,0.60,0.80,,0.20,0.70,
24-09-2013,1,0.10,,,0.20,,0.40,,,,,,,,0.10,0.70,,,,,,,0.60,0.30,,,0.40,0.5,0.5,,0.30,,,0.50,,,0.50,0.70,,0.20,0.50,
24-09-2013,2,0.10,,,0.20,,0.30,,,,,,,,0.00,0.50,,,,,,,0.30,0.30,,,0.40,0.3,0.5,,0.20,,,0.50,,,0.40,0.60,,0.20,0.40,
24-09-2013,3,0.10,,,0.20,,0.30,,,,,,,,0.00,0.40,,,,,,,0.30,0.20,,,0.30,0.2,0.3,,0.10,,,0.50,,,0.30,0.40,,0.20,0.40,
24-09-2013,4,0.10,,,0.20,,0.40,,,,,,,,0.10,0.40,,,,,,,0.40,0.20,,,0.40,0.2,0.3,,0.10,,,0.40,,,0.30,0.60,,0.20,0.50,
24-09-2013,5,0.20,,,0.30,,0.40,,,,,,0.40,,0.30,0.50,,,,,,0.70,0.40,0.20,,,0.40,0.4,0.5,,0.30,,,0.90,,,0.40,0.50,,0.50,0.70,
24-09-2013,6,0.30,,,1.00,,0.80,,,,,,0.80,,1.30,0.60,,,,,,1.10,0.60,0.50,,,0.60,0.8,1.2,,0.40,,,1.30,,,0.60,0.80,,0.80,1.70,
24-09-2013,7,0.60,,,1.80,,1.70,,,,,,1.10,,3.20,0.90,,,,,,1.90,1.00,0.90,,,0.50,1.4,1.5,,0.70,,,2.20,,,1.20,1.30,,1.00,1.80,
24-09-2013,8,0.70,,,1.50,,1.50,,,,,,0.70,,1.40,1.10,,,,,,2.00,1.30,0.70,,,0.60,1.3,2.0,,0.80,,,2.00,,,1.40,1.50,,1.10,1.70,
24-09-2013,9,0.40,,,0.90,,0.80,,,,,,0.60,,1.30,1.10,,,,,,1.80,0.80,0.50,,,0.50,1.2,1.4,,1.00,,,1.40,,,1.40,1.20,,0.70,1.70,
24-09-2013,10,0.30,,,0.70,,0.80,,,,,,0.70,,0.90,1.10,,,,,,1.80,0.70,0.60,,,0.70,1.0,1.3,,0.70,,,1.10,,,1.40,1.20,,,1.30,
24-09-2013,11,0.30,,,0.50,,0.80,,,,,,0.80,,0.60,1.00,,,,,,1.60,0.60,,,,0.70,0.9,1.2,,0.60,,,1.00,,,1.10,1.10,,,1.00,
24-09-2013,12,0.20,,,0.40,,0.70,,,,,,0.90,,0.60,1.10,,,,,,1.10,0.40,,,,0.80,0.4,1.3,,0.60,,,0.90,,,1.00,0.80,,,0.60,
24-09-2013,13,0.20,,,0.30,,0.60,,,,,,0.90,,0.50,0.90,,,,,,0.80,0.40,,,,0.80,0.3,1.2,,0.40,,,0.70,,,0.70,0.50,,,0.50,
24-09-2013,14,0.20,,,0.30,,0.50,,,,,,0.70,,0.40,0.70,,,,,,0.90,0.40,0.60,,,0.60,0.2,1.1,,0.30,,,0.70,,,0.50,0.60,,0.10,0.50,
24-09-2013,15,0.20,,,0.20,,0.50,,,,,,0.50,,0.60,,,,,,,0.70,0.70,0.40,,,0.50,0.3,0.9,,0.30,,,0.70,,,0.50,0.60,,0.20,0.40,
24-09-2013,16,0.10,,,0.30,,0.80,,,,,,0.50,,1.00,,,,,,,1.20,0.80,0.30,,,0.40,0.5,0.9,,0.40,,,0.70,,,0.50,0.80,,0.20,0.60,
24-09-2013,17,0.20,,,0.40,,0.60,,,,,,0.60,,0.80,0.80,,,,,,1.30,1.30,0.50,,,0.60,0.7,1.0,,0.40,,,0.60,,,0.80,1.20,,0.50,1.40,
24-09-2013,18,0.70,,,0.60,,1.00,,,,,,0.90,,0.40,1.00,,,,,,1.80,1.90,0.70,,,0.60,1.2,1.1,,0.60,,,1.10,,,0.90,1.40,,0.70,1.70,
24-09-2013,19,0.30,,,0.60,,1.70,,,,,,0.90,,1.30,1.20,,,,,,1.70,1.90,0.90,,,0.80,1.2,1.4,,0.40,,,1.30,,,1.10,2.20,,0.60,1.60,
24-09-2013,20,0.20,,,0.50,,2.10,,,,,,0.80,,2.20,1.50,,,,,,2.10,2.20,1.00,,,0.90,1.5,2.4,,1.00,,,2.00,,,1.80,2.50,,0.40,1.40,
24-09-2013,21,0.30,,,0.50,,1.30,,,,,,0.70,,1.30,1.60,,,,,,1.60,1.10,0.80,,,0.80,0.6,2.0,,1.00,,,1.20,,,1.80,1.60,,0.40,0.60,
24-09-2013,22,0.20,,,0.40,,0.60,,,,,,0.60,,0.30,0.80,,,,,,1.00,0.60,0.60,,,0.60,0.4,1.5,,0.80,,,0.80,,,1.00,0.80,,0.20,0.30,
24-09-2013,23,0.10,,,0.20,,0.50,,,,,,0.40,,0.00,0.60,,,,,,0.70,0.70,0.30,,,0.40,0.4,0.6,,0.50,,,0.60,,,0.70,0.70,,0.20,0.20,
24-09-2013,24,0.10,,,0.20,,0.40,,,,,,0.30,,0.00,,,,,,,0.60,0.50,,,,0.30,0.2,0.4,,0.30,,,0.40,,,0.40,0.60,,0.10,0.20,
25-09-2013,1,0.00,,,0.20,,0.30,,,,,,0.30,,0.00,,,,,,,0.50,0.30,,,,0.30,0.2,0.4,,0.20,,,0.50,,,0.40,0.40,,0.10,0.10,
25-09-2013,2,0.00,,,0.30,,0.30,,,,,,0.30,,0.00,,,,,,,0.50,0.30,,,,0.30,0.1,0.3,,0.10,,,0.40,,,0.30,0.40,,0.10,0.10,
25-09-2013,3,0.00,,,0.20,,0.20,,,,,,0.30,,0.00,,,,,,,0.50,0.20,,,,0.30,0.1,0.3,,0.10,,,0.40,,,0.30,0.40,,0.10,0.20,
25-09-2013,4,0.00,,,0.10,,0.30,,,,,,0.30,,0.00,,,,,,,0.50,0.30,,,,0.30,0.1,0.3,,0.10,,,0.40,,,0.30,0.40,,0.10,0.40,
25-09-2013,5,0.10,,,0.30,,0.30,,,,,,0.30,,0.00,0.60,,,,,,0.80,0.40,0.10,,,0.30,0.1,0.4,,0.20,,,0.50,,,0.40,0.60,,0.20,0.70,
25-09-2013,6,0.20,,,0.40,,0.50,,,,,,0.50,,0.10,0.50,,,,,,1.10,0.90,0.30,,,0.30,0.5,0.7,,0.30,,,0.80,,,0.50,0.90,,0.30,1.30,
25-09-2013,7,0.30,,,0.70,,1.10,,,,,,0.70,,0.60,1.00,,,,,,1.60,1.40,0.50,,,0.40,0.8,1.2,,0.50,,,1.10,,,0.70,1.40,,0.40,1.80,
25-09-2013,8,0.40,,,0.80,,1.20,,,,,,0.70,,0.70,1.10,,,,,,1.80,1.70,0.50,,,0.50,0.8,1.4,,0.70,,,1.30,,,0.80,1.60,,0.40,0.80,
25-09-2013,9,,,,0.50,,1.10,,,,,,0.60,,0.30,1.20,,,,,,1.60,1.60,0.50,,,0.50,0.6,1.2,,0.90,,,1.00,,,0.90,,,0.30,0.70,
25-09-2013,10,,,,,,0.80,,,,,,0.60,,0.40,1.00,,,,,,1.70,1.40,0.40,,,0.50,0.5,1.0,,0.90,,,1.00,,,1.00,,,0.20,0.50,
25-09-2013,11,,,,,,0.60,,,,,,0.60,,0.40,0.90,,,,,,1.30,1.40,0.40,,,0.50,0.6,0.9,,0.60,,,0.80,,,0.80,1.10,,0.20,0.50,
25-09-2013,12,,,,,,0.60,,,,,,0.60,,0.40,0.70,,,,,,1.00,0.80,0.40,,,0.50,0.4,,,0.40,,,0.70,,,0.70,0.90,,0.10,0.60,
25-09-2013,13,,,,0.30,,0.50,,,,,,0.50,,0.50,0.60,,,,,,0.90,0.70,0.40,,,0.40,0.3,0.9,,0.40,,,0.80,,,0.70,0.80,,0.20,,
25-09-2013,14,0.20,,,0.30,,0.50,,,,,,0.60,,0.40,0.60,,,,,,0.90,0.80,0.40,,,0.50,0.4,0.8,,0.40,,,0.70,,,0.70,0.70,,0.10,,
25-09-2013,15,0.20,,,0.30,,0.70,,,,,,0.70,,0.50,0.70,,,,,,0.80,0.70,0.40,,,0.60,0.4,0.8,,0.60,,,0.80,,,0.70,0.70,,0.10,0.70,
25-09-2013,16,0.20,,,0.30,,0.70,,,,,,0.70,,0.80,0.90,,,,,,0.90,0.80,0.60,,,0.70,0.4,1.1,,0.60,,,0.90,,,0.90,1.00,,0.20,0.60,
25-09-2013,17,0.30,,,0.40,,0.70,,,,,,0.90,,0.70,0.80,,,,,,0.70,1.00,0.70,,,0.90,0.3,1.3,,0.40,,,0.80,,,0.90,1.00,,0.30,0.60,
25-09-2013,18,0.30,,,0.50,,0.60,,,,,,1.00,,1.10,1.00,,,,,,0.80,0.60,0.70,,,1.20,0.4,1.0,,0.30,,,0.70,,,0.70,0.80,,0.30,0.50,
25-09-2013,19,0.40,,,0.60,,0.60,,,,,,0.90,,0.60,0.90,,,,,,0.80,0.70,0.60,,,0.80,0.4,1.1,,0.40,,,0.70,,,0.80,0.70,,0.30,0.30,
25-09-2013,20,0.20,,,0.50,,0.60,,,,,,0.80,,0.40,0.70,,,,,,0.80,1.00,0.50,,,0.70,0.4,1.2,,0.80,,,0.70,,,0.80,0.90,,0.40,0.40,
25-09-2013,21,0.20,,,0.50,,0.70,,,,,,0.80,,0.30,0.80,,,,,,0.80,0.90,0.60,,,0.70,0.5,1.1,,0.80,,,0.70,,,0.70,1.00,,0.30,0.50,
25-09-2013,22,0.20,,,0.40,,0.70,,,,,,0.60,,0.40,0.70,,,,,,0.90,0.90,0.50,,,0.70,0.5,1.1,,0.50,,,0.80,,,0.70,0.90,,0.30,0.80,
25-09-2013,23,0.20,,,0.30,,0.60,,,,,,0.90,,0.20,0.80,,,,,,0.90,0.80,0.60,,,0.70,0.6,1.0,,0.30,,,0.80,,,0.60,0.70,,0.20,0.70,
25-09-2013,24,,,,0.30,,0.50,,,,,,0.60,,0.40,0.70,,,,,,0.90,0.30,0.70,,,0.80,0.6,0.8,,0.10,,,0.70,,,0.70,0.50,,0.30,,
26-09-2013,1,,,,0.40,,0.50,,,,,,0.60,,0.60,0.70,,,,,,0.60,0.10,0.50,,,0.60,0.2,0.7,,0.00,,,0.50,,,0.50,0.20,,0.30,,
26-09-2013,2,,,,0.70,,0.40,,,,,,0.50,,0.40,0.60,,,,,,0.50,0.10,0.50,,,0.60,0.2,0.5,,0.00,,,0.40,,,0.30,0.20,,0.40,,
26-09-2013,3,,,,0.60,,0.40,,,,,,0.60,,0.50,0.40,,,,,,0.50,0.10,0.40,,,0.50,0.2,0.3,,0.00,,,0.60,,,0.30,0.20,,0.30,,
26-09-2013,4,,,,1.10,,0.30,,,,,,0.50,,0.50,0.40,,,,,,0.60,0.10,0.30,,,0.50,0.2,0.3,,0.00,,,0.60,,,0.30,0.30,,0.10,,
26-09-2013,5,0.30,,,0.50,,0.40,,,,,,0.60,,0.50,0.60,,,,,,0.70,0.30,0.10,,,0.50,0.3,0.3,,0.20,,,0.60,,,0.40,0.50,,0.30,0.40,
26-09-2013,6,0.40,,,0.80,,0.70,,,,,,0.70,,0.80,0.80,,,,,,0.90,0.70,0.20,,,0.60,0.8,0.7,,0.40,,,1.00,,,0.60,1.00,,0.80,1.10,
26-09-2013,7,0.50,,,0.90,,1.30,,,,,,0.90,,2.00,1.30,,,,,,2.10,1.00,0.40,,,0.80,1.6,1.3,,0.40,,,1.60,,,0.80,1.70,,1.50,1.40,
26-09-2013,8,0.70,,,1.50,,2.00,,,,,,0.90,,2.10,1.60,,,,,,2.50,1.00,0.80,,,1.00,1.0,1.2,,0.80,,,1.50,,,1.00,2.20,,1.80,1.00,
26-09-2013,9,0.40,,,1.50,,2.10,,,,,,0.80,,2.10,1.70,,,,,,2.30,0.80,0.90,,,0.90,0.8,1.4,,0.60,,,1.80,,,0.80,1.20,,1.20,0.90,
26-09-2013,10,0.10,,,1.50,,1.60,,,,,,0.80,,2.20,2.20,,,,,,1.70,0.70,0.90,,,1.00,0.7,1.0,,0.50,,,1.70,,,0.70,,,0.90,0.90,
26-09-2013,11,0.20,,,,,,,,,,,1.20,,2.00,1.20,,,,,,1.30,0.50,0.50,,,1.00,0.6,0.7,,0.30,,,1.50,,,,0.40,,0.70,0.70,
26-09-2013,12,0.10,,,,,,,,,,,1.10,,1.30,0.60,,,,,,0.70,0.30,0.40,,,0.80,0.3,0.5,,0.10,,,1.10,,,,0.30,,0.60,0.60,
26-09-2013,13,0.10,,,,,,,,,,,0.90,,1.00,0.70,,,,,,0.70,0.30,0.10,,,0.60,0.3,0.5,,0.10,,,0.70,,,0.30,0.30,,0.90,0.60,
26-09-2013,14,0.10,,,,,,,,,,,0.80,,1.10,0.60,,,,,,0.70,0.40,0.10,,,0.50,0.2,0.4,,0.10,,,0.70,,,0.30,0.40,,0.60,0.60,
26-09-2013,15,0.10,,,,,,,,,,,0.70,,0.80,0.50,,,,,,0.70,0.50,0.10,,,0.60,0.3,0.4,,0.00,,,0.60,,,0.40,0.40,,0.60,0.70,
26-09-2013,16,0.10,,,,,0.70,,,,,,0.70,,0.80,0.80,,,,,,0.90,0.60,0.20,,,0.50,0.5,0.7,,0.10,,,0.60,,,0.50,0.40,,0.60,0.70,
26-09-2013,17,0.10,,,,,0.90,,,,,,1.00,,1.50,1.00,,,,,,1.00,0.70,0.50,,,0.80,0.6,0.8,,0.10,,,1.00,,,0.50,0.50,,0.70,0.70,
26-09-2013,18,0.20,,,,,1.00,,,,,,1.00,,1.90,0.80,,,,,,1.10,0.80,0.30,,,0.80,0.7,0.5,,0.10,,,1.40,,,0.50,0.60,,0.60,0.80,
26-09-2013,19,0.10,,,1.60,,1.40,,,,,,1.10,,2.00,0.60,,,,,,1.10,0.70,0.20,,,0.80,0.7,0.4,,,,,1.40,,,0.50,0.70,,0.60,0.80,
26-09-2013,20,0.20,,,1.50,,1.20,,,,,,0.80,,1.90,0.90,,,,,,1.10,0.80,0.30,,,0.80,0.9,0.5,,,,,1.40,,,0.80,0.80,,0.50,0.80,
26-09-2013,21,0.20,,,1.60,,1.10,,,,,,0.90,,1.70,1.00,,,,,,1.00,1.00,0.40,,,0.90,1.0,0.5,,,,,1.60,,,0.50,0.80,,0.50,1.10,
26-09-2013,22,0.10,,,1.90,,1.10,,,,,,1.40,,1.90,0.90,,,,,,1.10,0.90,0.40,,,1.10,1.0,0.4,,,,,1.50,,,0.50,0.70,,0.80,1.00,
26-09-2013,23,0.10,,,2.00,,0.60,,,,,,1.50,,1.70,0.40,,,,,,0.70,0.50,0.20,,,1.20,0.6,0.4,,,,,1.40,,,0.50,0.60,,0.60,0.90,
26-09-2013,24,0.20,,,2.80,,0.60,,,,,,0.50,,1.70,0.60,,,,,,0.90,0.40,0.40,,,0.90,0.5,0.3,,,,,0.80,,,,0.60,,0.60,0.60,
27-09-2013,1,0.20,,,2.00,,0.70,,,,,,0.50,,1.50,0.50,,,,,,0.80,0.30,0.40,,,0.60,0.4,0.3,,,,,0.90,,,,0.40,,0.60,0.50,
27-09-2013,2,0.10,,,1.80,,0.80,,,,,,0.60,,1.40,0.40,,,,,,0.60,0.20,0.60,,,0.70,0.3,0.2,,,,,0.90,,,,0.30,,0.40,0.50,
27-09-2013,3,0.10,,,1.70,,0.50,,,,,,0.70,,1.20,0.40,,,,,,0.50,0.10,0.50,,,0.70,0.2,0.2,,,,,0.70,,,,0.30,,0.20,0.40,
27-09-2013,4,0.10,,,1.60,,0.50,,,,,,0.40,,0.90,0.40,,,,,,0.80,0.10,0.50,,,0.60,0.3,0.6,,,,,0.50,,,,0.30,,0.20,0.50,
27-09-2013,5,0.20,,,1.20,,0.70,,,,,,0.40,,1.10,0.60,,,,,,1.20,0.40,0.50,,,0.50,0.6,1.1,,,,,1.10,,,,0.60,,0.70,1.20,
27-09-2013,6,0.50,,,1.60,,1.80,,,,,,1.40,,2.00,1.30,,,,,,2.10,0.90,0.60,,,0.90,1.7,2.3,,,,,2.00,,,0.60,1.70,,1.40,1.00,
27-09-2013,7,0.90,,,2.30,,3.10,,,,,,2.00,,3.90,1.80,,,,,,3.40,2.00,1.00,,,0.90,3.5,3.8,,,,,2.50,,,1.50,2.30,,2.40,2.70,
27-09-2013,8,1.10,,,2.20,,2.60,,,,,,0.90,,2.90,1.60,,,,,,4.40,4.20,1.10,,,0.80,2.6,3.2,,,,,2.90,,,1.10,1.90,,2.10,2.30,
27-09-2013,9,0.60,,,1.90,,2.20,,,,,,0.80,,2.50,2.00,,,,,,2.10,1.30,1.20,,,0.80,1.5,1.2,,0.70,,,2.20,,,0.80,1.40,,1.60,2.10,
27-09-2013,10,0.20,,,1.80,,1.80,,,,,,0.90,,2.10,1.30,,,,,,1.30,0.60,0.80,,,0.70,0.5,0.8,,0.20,,,2.00,,,0.60,1.00,,0.90,,
27-09-2013,11,0.10,,,1.70,,0.90,,,,,,0.80,,2.10,0.60,,,,,,1.00,0.30,0.30,,,0.80,0.6,0.5,,0.00,,,1.30,,,0.40,0.50,,0.30,,
27-09-2013,12,0.10,,,1.00,,0.50,,,,,,0.70,,1.10,0.40,,,,,,0.80,0.20,0.10,,,0.40,0.2,0.3,,0.00,,,0.60,,,0.20,0.30,,0.30,,
27-09-2013,13,0.10,,,0.50,,0.40,,,,,,0.60,,1.00,0.30,,,,,,0.70,,0.10,,,0.30,0.1,0.3,,0.00,,,0.40,,,0.20,0.30,,0.30,0.40,
27-09-2013,14,0.10,,,0.50,,0.40,,,,,,0.50,,0.90,0.30,,,,,,0.50,0.20,0.10,,,0.30,0.1,0.3,,0.00,,,0.40,,,0.20,0.40,,0.20,0.40,
27-09-2013,15,0.10,,,0.50,,0.50,,,,,,0.30,,0.90,0.30,,,,,,0.60,0.20,0.10,,,0.30,0.1,0.3,,0.00,,,0.50,,,0.20,0.40,,0.20,0.40,
27-09-2013,16,0.10,,,0.60,,0.40,,,,,,0.30,,1.10,0.30,,,,,,0.60,0.30,0.10,,,0.30,0.2,0.3,,0.00,,,0.60,,,0.30,0.40,,0.30,0.50,
27-09-2013,17,0.10,,,0.60,,0.40,,,,,,0.40,,1.20,0.30,,,,,,0.60,0.30,0.10,,,0.30,0.3,0.3,,0.00,,,0.70,,,0.30,0.40,,0.30,0.50,
27-09-2013,18,0.10,,,0.70,,0.60,,,,,,0.60,,1.40,0.40,,,,,,0.50,0.40,0.10,,,0.40,0.3,0.4,,0.00,,,1.00,,,0.30,0.50,,0.40,0.70,
27-09-2013,19,0.30,,,0.80,,0.60,,,,,,0.60,,1.70,0.60,,,,,,0.70,0.50,0.30,,,0.60,0.5,0.6,,0.00,,,1.20,,,0.40,0.70,,0.60,0.80,
27-09-2013,20,0.30,,,0.90,,0.90,,,,,,0.60,,2.20,0.80,,,,,,1.00,0.70,0.60,,,1.00,0.7,1.0,,0.20,,,1.60,,,0.60,0.80,,0.50,1.10,
27-09-2013,21,0.20,,,1.00,,0.90,,,,,,0.60,,1.00,0.80,,,,,,1.20,0.70,0.80,,,0.80,0.8,0.9,,0.30,,,1.00,,,0.60,0.70,,0.40,1.00,
27-09-2013,22,0.20,,,0.80,,0.90,,,,,,1.00,,0.90,0.90,,,,,,1.10,0.50,0.80,,,0.80,0.5,0.7,,0.30,,,1.10,,,0.50,0.60,,0.40,0.60,
27-09-2013,23,0.20,,,0.60,,0.60,,,,,,1.50,,0.80,0.70,,,,,,0.80,0.60,0.70,,,0.70,0.6,0.9,,0.50,,,0.80,,,0.70,0.60,,0.50,0.80,
27-09-2013,24,,,,0.50,,0.60,,,,,,1.40,,1.30,0.60,,,,,,0.80,0.60,0.50,,,0.50,0.6,0.8,,0.80,,,0.80,,,0.60,0.90,,0.50,0.90,
28-09-2013,1,0.30,,,0.60,,0.70,,,,,,0.70,,1.20,0.70,,,,,,0.80,1.30,0.30,,,0.50,0.6,1.2,,0.50,,,1.00,0.50,,1.10,1.20,,0.50,1.10,
28-09-2013,2,0.30,,,0.40,,0.80,,,,,,0.60,,1.20,0.60,,,,,,0.80,0.80,0.30,,,0.40,0.9,0.9,,0.10,,,1.00,0.50,,0.60,0.80,,0.50,0.90,
28-09-2013,3,0.20,,,0.70,,0.80,,,,,,0.60,,1.20,0.80,,,,,,0.80,0.40,0.30,,,0.50,0.6,0.6,,0.20,,,1.00,0.60,,0.60,0.50,,0.30,1.00,
28-09-2013,4,0.30,,,0.70,,0.80,,,,,,0.80,,1.20,0.80,,,,,,0.80,0.20,0.30,,,0.50,1.1,0.7,,0.20,,,0.80,0.70,,0.50,0.60,,0.40,1.30,
28-09-2013,5,0.40,,,0.90,,1.20,,,,,,0.80,,1.20,0.60,,,,,,1.60,1.00,0.20,,,0.50,0.7,0.7,,0.20,,,0.80,0.80,,0.60,0.50,,0.70,2.30,
28-09-2013,6,0.50,,,1.10,,1.00,,,,,,0.70,,1.60,1.10,,,,,,2.30,1.70,0.30,,,0.70,1.0,1.4,,0.30,,,0.90,1.40,,1.00,0.70,,0.90,2.00,
28-09-2013,7,0.90,,,1.20,,1.60,,,,,,1.00,,2.70,1.60,,,,,,2.60,1.90,0.40,,,0.90,1.6,2.1,,0.70,,,1.30,1.70,,1.30,1.40,,1.20,1.70,
28-09-2013,8,0.90,,,2.50,,1.60,,,,,,1.70,,3.30,2.00,,,,,,2.20,2.40,1.10,,,0.80,1.6,1.4,,0.60,,,2.50,1.70,,1.30,1.90,,1.10,1.90,
28-09-2013,9,0.50,,,1.80,,1.50,,,,,,1.50,,2.20,1.90,,,,,,2.00,2.10,1.00,,,1.70,0.8,1.4,,0.60,,,2.70,1.50,,1.10,1.30,,0.80,1.80,
28-09-2013,10,0.30,,,1.20,,1.30,,,,,,1.30,,1.70,1.50,,,,,,1.20,1.30,0.80,,,1.30,0.7,1.5,,0.20,,,2.40,1.20,,1.10,1.60,,0.60,1.10,
28-09-2013,11,0.20,,,1.00,,1.10,,,,,,1.20,,2.00,1.00,,,,,,0.90,1.10,0.80,,,1.10,0.4,1.5,,0.30,,,1.70,1.00,,0.80,1.30,,0.70,0.70,
28-09-2013,12,0.30,,,1.10,,0.80,,,,,,0.80,,1.70,0.80,,,,,,0.90,0.50,0.60,,,0.80,0.3,0.8,,0.10,,,1.20,0.90,,0.60,0.80,,0.50,0.60,
28-09-2013,13,0.20,,,1.20,,0.70,,,,,,0.90,,1.50,0.70,,,,,,0.80,0.60,0.50,,,0.80,0.3,0.9,,0.10,,,1.10,0.60,,0.50,0.80,,0.30,0.60,
28-09-2013,14,,,,,,0.60,,,,,,0.90,,1.20,0.60,,,,,,0.70,0.50,0.50,,,0.70,0.3,0.7,,0.00,,,0.90,0.50,,0.40,0.70,,0.20,0.40,
28-09-2013,15,0.20,,,0.60,,0.50,,,,,,0.80,,1.20,0.50,,,,,,0.50,0.40,0.50,,,0.70,0.2,0.6,,0.10,,,1.00,0.40,,0.50,0.70,,0.20,0.50,
28-09-2013,16,0.20,,,0.60,,0.50,,,,,,0.80,,1.00,0.40,,,,,,0.60,0.30,0.50,,,0.60,0.2,0.7,,0.10,,,0.90,0.30,,0.50,0.60,,0.10,0.40,
28-09-2013,17,0.10,,,0.50,,0.50,,,,,,0.70,,1.20,0.50,,,,,,0.60,0.50,0.30,,,0.50,0.2,0.5,,0.10,,,0.80,0.30,,0.40,0.80,,0.10,0.50,
28-09-2013,18,0.30,,,0.60,,0.90,,,,,,0.80,,1.50,0.70,,,,,,1.00,0.70,0.30,,,0.60,0.5,0.5,,0.10,,,0.90,0.40,,0.50,0.60,,0.30,0.60,
28-09-2013,19,0.30,,,0.60,,0.90,,,,,,0.80,,1.00,0.80,,,,,,1.10,0.90,0.50,,,0.60,0.4,0.8,,0.10,,,0.80,0.50,,0.60,1.00,,0.30,0.40,
28-09-2013,20,0.30,,,0.50,,0.60,,,,,,0.60,,0.80,0.60,,,,,,0.80,0.60,0.30,,,0.50,0.4,0.8,,0.30,,,0.70,0.50,,0.70,1.10,,0.30,0.60,
28-09-2013,21,0.30,,,0.50,,0.60,,,,,,0.60,,1.40,0.50,,,,,,0.80,0.50,0.30,,,0.40,0.3,0.8,,0.30,,,0.80,0.50,,0.60,0.70,,0.30,0.90,
